parcel_id,width,depth,height,stackable
0,0.18479530685228096,0.3405084927071934,0.3351030134001082,1
1,0.4105500628653205,0.4529886986964351,0.3822723955094287,1
2,0.5366334919069086,0.13368824744729396,0.38568846767261183,1
3,0.257547925482957,0.2941449649648916,0.28275204562019945,1
4,0.46299674641954014,0.1800328209109664,0.08733092748236666,0
5,0.345858604962171,0.19850274253379327,0.33116185528175335,1
6,0.5724194378323653,0.4394565793348649,0.5666519503811712,1
7,0.3993828288757718,0.44906396102747714,0.32911728317160904,1
8,0.626391755552713,0.43549007726866384,0.5070641886580639,1
9,0.22853642683440037,0.27345980160333283,0.5136630458341995,1
10,0.15792701803284812,0.5530726063552233,0.4147974146333496,1
11,0.28314145820362735,0.5129884040554428,0.15714546120256995,1
12,0.512983684601215,0.4162827756206421,0.5422099886530429,0
13,0.3860158307105097,0.29885326715650107,0.4756883678536845,1
14,0.5898553888154102,0.4911902537073657,0.4660248531850997,1
15,0.627013763610955,0.24108247465259935,0.08863431279627834,0
16,0.5887896262334117,0.2241785018714098,0.5086751784011145,1
17,0.18602407323051462,0.11553711370136721,0.3818346372104097,0
18,0.41273769012487327,0.49353618246226494,0.36836966149424094,1
19,0.4845908297839139,0.1852647402430034,0.10038503240698979,1
20,0.5870521463604979,0.27619657318225443,0.46207681309142573,1
21,0.17759752272037957,0.35476076723141314,0.4448448935519731,1
22,0.4246860804697352,0.3526245992205914,0.18955480447984213,1
23,0.12867575517100513,0.5241168512042165,0.12310574616243726,1
24,0.4938497540214155,0.17029105697582336,0.40918120188857016,0
25,0.4036685241663167,0.43040205043431823,0.15233719271170199,1
26,0.16710752499479786,0.376680416484906,0.27019806656828393,1
27,0.16024923443439665,0.2189075762939542,0.43673167529043966,1
28,0.3779689850648986,0.2646575065442219,0.3098415241054605,1
29,0.36182568493414624,0.30799828937700713,0.4555819878787945,1
30,0.3853247523907558,0.16378030753673994,0.13952784473043395,1
31,0.6178548077111724,0.12660010206641278,0.4980027168797886,1
32,0.6186780275417391,0.18227413807385137,0.3433464122139017,1
33,0.2566952757757272,0.3128429623539225,0.33182302835506167,1
34,0.13966203854639847,0.5535279049204836,0.10840186154866563,1
35,0.2547076492781204,0.2567710648139525,0.3429283335975502,1
36,0.5311578378601134,0.5347480526435028,0.258830924765063,1
37,0.239835723984731,0.5662604927996497,0.5283672707143485,1
38,0.1754028885894222,0.21941694883805207,0.12573304609448693,1
39,0.4200690521205993,0.5358819703714358,0.3368677362659927,1
40,0.46613177329255884,0.3477648427379093,0.2919682564136968,1
41,0.192148227886073,0.3754062452479763,0.5480503335749232,1
42,0.130772944374775,0.5123162869355813,0.5037505971440263,1
43,0.18680976005425265,0.3592111686673065,0.30651024715240216,0
44,0.22526174873522578,0.43933062085599905,0.5036015644458534,1
45,0.2914975540703423,0.17743596367901834,0.345740709139856,1
46,0.39810715654929707,0.13313828101659508,0.11207877864045213,1
47,0.5840336921406633,0.5472860859207439,0.10131459365794955,0
48,0.28510131491764806,0.3804784071105316,0.26207951444353456,1
49,0.43611354460207397,0.12654206153629366,0.534969863452971,1
50,0.45133380173195325,0.5025942257403287,0.44721914980872635,1
51,0.2498351254304525,0.5023552480206692,0.5230544263747051,1
