parcel_id,width,depth,height,stackable
0,0.2751026103248506,0.5289994005968994,0.25933918564455866,1
1,0.2256182046705867,0.12628609131791496,0.06295030816872492,1
2,0.2019254477328109,0.2726222083411662,0.2452329649079188,1
3,0.5817000415323221,0.5486967108413029,0.49818624892801927,1
4,0.580223793493007,0.20144140741586336,0.07778830429030409,0
5,0.15799496280506528,0.6446700801009648,0.1104674929062713,1
6,0.2618903087951742,0.1068345278123537,0.5223879320962589,1
7,0.4704801739219223,0.5885578156968724,0.4843903045358348,0
8,0.49272562763237515,0.27308872995769795,0.38652369162829453,0
9,0.3456608017469498,0.37750746420032666,0.3313354983883756,0
10,0.3695876980956009,0.3852035316269474,0.2656942664358572,1
11,0.5143905608312006,0.13207020998038205,0.25175881602604105,1
12,0.3458198937029861,0.45529898613885844,0.5104407489752129,0
13,0.6375287896044194,0.4316764607294862,0.5205510006590375,1
14,0.27329706391531916,0.6073848045664231,0.11802038276641465,0
15,0.1626122669340649,0.2988877417440098,0.4133382828855922,1
16,0.24181405744421486,0.647277925980036,0.40307391954816424,1
17,0.13128777271845363,0.12695137010969848,0.16364385950641047,0
18,0.6163850247580864,0.6468417183150174,0.26472725277751935,1
19,0.4633501839084463,0.6299574225454658,0.4845737199672648,1
20,0.20993458957859806,0.37243191247750307,0.050706768391694745,1
21,0.120582543796749,0.6205769041941781,0.37011110483659726,1
22,0.5742289889121781,0.2570245168772534,0.05666480482498393,1
23,0.30779666842772474,0.34827263029972505,0.4553917301911585,1
24,0.2172143379308542,0.2580271249976732,0.35489137785674746,1
25,0.32768357000846077,0.6228794846551826,0.07928574568510803,0
26,0.1912107426353769,0.19400089445729235,0.05805967223619869,1
27,0.14005067502339225,0.1445014543820857,0.14976430015776687,1
28,0.11220782647470935,0.10753335730834865,0.38313071204776716,1
29,0.10478589304349914,0.4271716173042156,0.4177091256656833,1
30,0.4461538472425154,0.5241871865802251,0.1438649208102405,1
31,0.28474282659605255,0.3304335567966703,0.3192122341780552,0
32,0.2437332321553655,0.18972465414352163,0.2268759034006141,1
33,0.3572296725946331,0.6050173033317019,0.48884442518084464,0
34,0.4530619386841973,0.6273695508921815,0.24825699727658623,1
35,0.23534581021362488,0.14208681631823025,0.14003546937144956,1
36,0.17191823238633858,0.1598603140922688,0.25270498432968935,1
37,0.47551892023647757,0.4596075316736583,0.4854160684330867,1
38,0.2568435255682992,0.3064636363811428,0.13511833572310888,0
39,0.5740871370452135,0.1527356657920369,0.3973663735679077,0
40,0.3862692411413091,0.4444750916878317,0.1516559350921599,1
41,0.650308083641035,0.6043563082421537,0.3540339232706797,1
42,0.20152708291107424,0.2606699313127858,0.47570603403091427,1
43,0.17054230016699073,0.43277038316806404,0.4003782376472933,0
44,0.1887596277881944,0.5349326272034907,0.19637288803966352,1
45,0.6469360731775268,0.4209138397358141,0.49707660306960877,1
46,0.48188546922388975,0.32783894114669243,0.46731675377731585,1
47,0.4347259975944273,0.43604290697817827,0.4379608626060455,1
48,0.29156070429793923,0.19046731617441065,0.504727251698529,1
49,0.18457329422157726,0.5577842776933076,0.276360797153778,1
50,0.11093702460588208,0.245715629855435,0.5078729912185115,1
51,0.5489336054807695,0.25060937071230216,0.11037345072771182,0
52,0.361358165918922,0.2291540360442782,0.3305321271372836,1
53,0.65389457372176,0.5721932135886407,0.13285684699007966,1
54,0.10856740200178076,0.48221170484305786,0.2816764380511232,1
55,0.5783330777466436,0.21605990921466406,0.07527775382324539,1
56,0.19207472245814308,0.6275036039276572,0.4338503429383965,1
57,0.652830362795928,0.4212060143847828,0.1937106683465979,1
58,0.18468855902997977,0.26477091664039987,0.3518354125095933,0
59,0.22684800354299908,0.3283854741778061,0.29185994066626464,1
60,0.36018591433871605,0.31630080445532816,0.440758873202856,0
61,0.3909658530226745,0.22822788651691017,0.06957435770811347,1
62,0.1917762084204316,0.5011236739227438,0.37525955414210593,0
63,0.5055314340521162,0.5020763790765792,0.3970898935533858,1
64,0.6081242560713304,0.5586892633448788,0.12063771244392914,0
65,0.14404410664949488,0.3482207411041722,0.35683710650073636,1
66,0.19685587720732683,0.6508136692578088,0.2111523609940461,1
67,0.5297266848794541,0.45370544480056996,0.20130789948171968,1
68,0.13365050415516525,0.14094319414916243,0.39915546911206984,1
69,0.48023869471079494,0.18060897382574592,0.06577790097345076,1
70,0.5139120788271452,0.30756014922456526,0.2503702374660271,1
71,0.6024373655208237,0.4164256560020848,0.14322388226111632,1
72,0.40276601713168336,0.17758575967093249,0.389956545544924,1
73,0.3072735509482015,0.3931850822584533,0.3208277575133803,1
74,0.15211209199779496,0.657597789473246,0.15376471050637647,0
75,0.25024914164565815,0.48007309909168894,0.12778510598920845,1
76,0.1855863600780733,0.4648822577111248,0.18720235949335529,1
77,0.38837043406014116,0.2556982304145426,0.2026598583636301,1
78,0.11464311257146513,0.17371257230228251,0.45796196073114925,1
79,0.5240003778308461,0.4172510176051385,0.13629129698299028,1
80,0.6549086088449625,0.37517370912892223,0.3946732244842118,1
81,0.18151809699206797,0.5053955152003087,0.052099823351912614,1
82,0.4651977365128377,0.6565924042032235,0.0881404830204256,0
83,0.6009177241687678,0.3604775933064793,0.451919977339501,0
84,0.2246799400668545,0.14214209898638744,0.42807368721514943,1
85,0.6099442406282963,0.5191099868530125,0.29694579386659015,1
86,0.5062735317469161,0.1235489516977129,0.3593690047188699,0
87,0.5238182410977533,0.21053285959937815,0.38926673563073066,1
88,0.24280949551323225,0.5659518592483347,0.4878769611811653,1
89,0.49425546391687414,0.6448095988926104,0.32217904621746324,1
90,0.5443010454167094,0.20728216124557014,0.29811930908651757,1
91,0.6022062146616579,0.24965516494437404,0.3287225656125789,1
92,0.4163706000496816,0.6259695012104858,0.36993657759852744,0
93,0.15511601324238455,0.4209996405520342,0.08971357914480599,0
94,0.46072224884361124,0.5795103683812891,0.31287172595181645,0
95,0.3242591280924836,0.5760322814082668,0.09028429558831229,1
96,0.5927200962251536,0.16133847925909697,0.35577726429383516,1
97,0.29488699124360085,0.4580811200804067,0.1254033613091904,1
98,0.44031407556791535,0.571689023177511,0.12230166307536892,1
99,0.4034685285897337,0.4724429574215476,0.13057173850209314,1
100,0.17155373311351424,0.45387417075162384,0.31602860907469643,1
101,0.5096163980763624,0.33731378617880475,0.053386033991012403,1
102,0.354691716508429,0.3215720927325847,0.06605603443379779,1
103,0.3963771619260704,0.4590953064722171,0.4361354300921462,1
104,0.34058305810235123,0.16211873475453828,0.46317039264624643,0
105,0.11624949863536424,0.5246613822725503,0.44112315839833843,1
106,0.16481695993156295,0.4058822184125309,0.1460619979150123,0
107,0.38574498706385785,0.14649332621163863,0.09383438960968737,0
108,0.3317078888050292,0.3767983598704371,0.3831971226872626,1
